Time,x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
2841 ,-6549.657962,1203.311801,93.003604,-1.232475,-6.377162,-4.208447
2842 ,-6550.887585,1196.9261,88.783734,-1.223621,-6.378784,-4.20857
2843 ,-6552.108339,1190.538778,84.563743,-1.214766,-6.380397,-4.208687
2844 ,-6553.320222,1184.149844,80.343637,-1.20591,-6.382002,-4.208798
2845 ,-6554.523233,1177.759307,76.123422,-1.197052,-6.383598,-4.208904
2846 ,-6555.717371,1171.367176,71.903104,-1.188192,-6.385185,-4.209004
2847 ,-6556.902633,1164.97346,67.682689,-1.17933,-6.386764,-4.209099
2848 ,-6558.079019,1158.578166,63.462181,-1.170467,-6.388334,-4.209188
2849 ,-6559.246525,1152.181304,59.241588,-1.161602,-6.389896,-4.209271
2850 ,-6560.405152,1145.782882,55.020914,-1.152736,-6.391449,-4.209348
2851 ,-6561.554897,1139.382909,50.800165,-1.143869,-6.392993,-4.209419
2852 ,-6562.695759,1132.981393,46.579348,-1.134999,-6.394529,-4.209485
2853 ,-6563.827736,1126.578344,42.358467,-1.126128,-6.396056,-4.209546
2854 ,-6564.950827,1120.17377,38.137529,-1.117256,-6.397574,-4.2096
2855 ,-6566.06503,1113.767679,33.916539,-1.108382,-6.399084,-4.209649
2856 ,-6567.170343,1107.360081,29.695504,-1.099507,-6.400585,-4.209692
2857 ,-6568.266766,1100.950983,25.474427,-1.09063,-6.402077,-4.209729
2858 ,-6569.354297,1094.540395,21.253317,-1.081752,-6.403561,-4.209761
2859 ,-6570.432934,1088.128325,17.032177,-1.072872,-6.405036,-4.209787
2860 ,-6571.502675,1081.714782,12.811015,-1.063991,-6.406502,-4.209807
2861 ,-6572.56352,1075.299775,8.589835,-1.055108,-6.40796,-4.209821
2862 ,-6573.615467,1068.883311,4.368643,-1.046224,-6.409409,-4.20983
2863 ,-6574.658515,1062.465401,0.147445,-1.037338,-6.410849,-4.209833
2864 ,-6575.692661,1056.046053,-4.073753,-1.028452,-6.412281,-4.20983
2865 ,-6576.717906,1049.625274,-8.294945,-1.019563,-6.413704,-4.209822
2866 ,-6577.734246,1043.203075,-12.516126,-1.010674,-6.415118,-4.209808
2867 ,-6578.741682,1036.779463,-16.73729,-1.001783,-6.416524,-4.209788
2868 ,-6579.740211,1030.354448,-20.958431,-0.99289,-6.417921,-4.209763
2869 ,-6580.729833,1023.928038,-25.179544,-0.983997,-6.419309,-4.209731
2870 ,-6581.710545,1017.500241,-29.400623,-0.975102,-6.420689,-4.209695
2871 ,-6582.682347,1011.071067,-33.621662,-0.966205,-6.422059,-4.209652
2872 ,-6583.645237,1004.640524,-37.842655,-0.957308,-6.423422,-4.209604
2873 ,-6584.599215,998.208621,-42.063597,-0.948409,-6.424775,-4.20955
2874 ,-6585.544278,991.775367,-46.284482,-0.939508,-6.42612,-4.20949
2875 ,-6586.480425,985.34077,-50.505304,-0.930607,-6.427456,-4.209424
2876 ,-6587.407656,978.904838,-54.726058,-0.921704,-6.428784,-4.209353
2877 ,-6588.325969,972.467582,-58.946737,-0.9128,-6.430102,-4.209276
2878 ,-6589.235362,966.029008,-63.167337,-0.903895,-6.431412,-4.209194
2879 ,-6590.135835,959.589127,-67.38785,-0.894989,-6.432714,-4.209105
2880 ,-6591.027386,953.147946,-71.608273,-0.886081,-6.434006,-4.209011
2881 ,-6591.910014,946.705476,-75.828598,-0.877172,-6.43529,-4.208912
2882 ,-6592.783718,940.261723,-80.04882,-0.868262,-6.436566,-4.208806
2883 ,-6593.648496,933.816697,-84.268934,-0.859351,-6.437832,-4.208695
2884 ,-6594.504349,927.370407,-88.488933,-0.850439,-6.43909,-4.208578
2885 ,-6595.351273,920.922861,-92.708812,-0.841525,-6.440339,-4.208455
2886 ,-6596.189269,914.474068,-96.928566,-0.832611,-6.44158,-4.208327
2887 ,-6597.018335,908.024037,-101.148188,-0.823695,-6.442811,-4.208193
2888 ,-6597.83847,901.572777,-105.367673,-0.814778,-6.444034,-4.208053
2889 ,-6598.649673,895.120296,-109.587014,-0.80586,-6.445249,-4.207908
2890 ,-6599.451942,888.666602,-113.806208,-0.796941,-6.446454,-4.207757
2891 ,-6600.245278,882.211706,-118.025247,-0.788021,-6.447651,-4.2076
2892 ,-6601.029678,875.755615,-122.244125,-0.7791,-6.448839,-4.207438
2893 ,-6601.805141,869.298338,-126.462838,-0.770178,-6.450018,-4.207269
2894 ,-6602.571668,862.839884,-130.681379,-0.761255,-6.451189,-4.207095
2895 ,-6603.329255,856.380262,-134.899743,-0.752331,-6.452351,-4.206916
2896 ,-6604.077903,849.91948,-139.117925,-0.743405,-6.453504,-4.20673
2897 ,-6604.817611,843.457547,-143.335917,-0.734479,-6.454649,-4.206539
2898 ,-6605.548377,836.994473,-147.553715,-0.725552,-6.455784,-4.206342
2899 ,-6606.270201,830.530264,-151.771312,-0.716624,-6.456911,-4.20614
2900 ,-6606.983082,824.064932,-155.988704,-0.707694,-6.45803,-4.205932
2901 ,-6607.687017,817.598483,-160.205884,-0.698764,-6.459139,-4.205718
2902 ,-6608.382008,811.130927,-164.422847,-0.689833,-6.46024,-4.205498
2903 ,-6609.068052,804.662273,-168.639587,-0.680901,-6.461332,-4.205273
2904 ,-6609.745149,798.192529,-172.856098,-0.671968,-6.462415,-4.205042
2905 ,-6610.413298,791.721704,-177.072375,-0.663035,-6.46349,-4.204805
2906 ,-6611.072498,785.249807,-181.288411,-0.6541,-6.464556,-4.204563
2907 ,-6611.722748,778.776846,-185.504201,-0.645164,-6.465613,-4.204315
2908 ,-6612.364048,772.302831,-189.71974,-0.636228,-6.466661,-4.204061
2909 ,-6612.996395,765.827771,-193.935021,-0.627291,-6.467701,-4.203801
2910 ,-6613.619791,759.351673,-198.15004,-0.618352,-6.468732,-4.203536
2911 ,-6614.234233,752.874546,-202.364789,-0.609413,-6.469754,-4.203265
2912 ,-6614.83972,746.3964,-206.579264,-0.600474,-6.470767,-4.202989
2913 ,-6615.436253,739.917244,-210.793459,-0.591533,-6.471772,-4.202706
2914 ,-6616.02383,733.437085,-215.007367,-0.582592,-6.472768,-4.202418
2915 ,-6616.602451,726.955933,-219.220984,-0.57365,-6.473755,-4.202124
2916 ,-6617.172114,720.473796,-223.434304,-0.564707,-6.474733,-4.201825
2917 ,-6617.732819,713.990684,-227.647321,-0.555763,-6.475703,-4.20152
2918 ,-6618.284566,707.506604,-231.860028,-0.546819,-6.476663,-4.201209
2919 ,-6618.827352,701.021567,-236.072421,-0.537873,-6.477615,-4.200892
2920 ,-6619.361179,694.53558,-240.284494,-0.528927,-6.478559,-4.20057
2921 ,-6619.886044,688.048652,-244.496241,-0.519981,-6.479493,-4.200242
2922 ,-6620.401948,681.560792,-248.707657,-0.511034,-6.480419,-4.199909
2923 ,-6620.908889,675.072009,-252.918734,-0.502086,-6.481336,-4.199569
2924 ,-6621.406868,668.582312,-257.129469,-0.493137,-6.482244,-4.199224
2925 ,-6621.895882,662.09171,-261.339855,-0.484188,-6.483144,-4.198874
2926 ,-6622.375932,655.60021,-265.549887,-0.475238,-6.484034,-4.198517
2927 ,-6622.847018,649.107823,-269.759558,-0.466287,-6.484916,-4.198155
2928 ,-6623.309137,642.614556,-273.968863,-0.457336,-6.485789,-4.197787
2929 ,-6623.76229,636.120419,-278.177797,-0.448384,-6.486654,-4.197414
2930 ,-6624.206476,629.62542,-282.386353,-0.439432,-6.487509,-4.197034
2931 ,-6624.641695,623.129568,-286.594526,-0.430479,-6.488356,-4.19665
2932 ,-6625.067946,616.632873,-290.80231,-0.421525,-6.489194,-4.196259
2933 ,-6625.485228,610.135341,-295.0097,-0.412571,-6.490024,-4.195863
2934 ,-6625.893541,603.636984,-299.21669,-0.403616,-6.490844,-4.195461
2935 ,-6626.292884,597.137809,-303.423274,-0.394661,-6.491656,-4.195053
2936 ,-6626.683257,590.637824,-307.629446,-0.385705,-6.492459,-4.19464
2937 ,-6627.064659,584.13704,-311.835201,-0.376749,-6.493253,-4.194221
2938 ,-6627.43709,577.635464,-316.040533,-0.367792,-6.494038,-4.193796
2939 ,-6627.800549,571.133106,-320.245436,-0.358835,-6.494815,-4.193366
2940 ,-6628.155035,564.629974,-324.449904,-0.349877,-6.495583,-4.192929
2941 ,-6628.500549,558.126077,-328.653933,-0.340919,-6.496342,-4.192488
2942 ,-6628.83709,551.621424,-332.857515,-0.33196,-6.497092,-4.19204
2943 ,-6629.164657,545.116023,-337.060646,-0.323001,-6.497833,-4.191587
2944 ,-6629.48325,538.609884,-341.26332,-0.314042,-6.498566,-4.191128
2945 ,-6629.792869,532.103015,-345.465531,-0.305082,-6.49929,-4.190664
2946 ,-6630.093512,525.595426,-349.667274,-0.296121,-6.500005,-4.190193
2947 ,-6630.385181,519.087124,-353.868541,-0.287161,-6.500711,-4.189717
2948 ,-6630.667873,512.578119,-358.069329,-0.2782,-6.501408,-4.189236
2949 ,-6630.94159,506.068419,-362.269632,-0.269238,-6.502097,-4.188749
2950 ,-6631.20633,499.558033,-366.469442,-0.260276,-6.502777,-4.188256
2951 ,-6631.462093,493.046971,-370.668756,-0.251314,-6.503448,-4.187757
2952 ,-6631.708879,486.53524,-374.867567,-0.242352,-6.50411,-4.187253
2953 ,-6631.946688,480.02285,-379.065869,-0.233389,-6.504764,-4.186743
2954 ,-6632.175519,473.50981,-383.263657,-0.224426,-6.505409,-4.186227
2955 ,-6632.395371,466.996127,-387.460925,-0.215462,-6.506044,-4.185706
2956 ,-6632.606246,460.481812,-391.657667,-0.206498,-6.506672,-4.185179
2957 ,-6632.808142,453.966873,-395.853878,-0.197534,-6.50729,-4.184646
2958 ,-6633.001059,447.451319,-400.049553,-0.18857,-6.507899,-4.184107
2959 ,-6633.184996,440.935158,-404.244684,-0.179606,-6.5085,-4.183563
2960 ,-6633.359955,434.4184,-408.439267,-0.170641,-6.509092,-4.183014
2961 ,-6633.525933,427.901052,-412.633296,-0.161676,-6.509675,-4.182458
2962 ,-6633.682932,421.383125,-416.826766,-0.152711,-6.510249,-4.181897
2963 ,-6633.830951,414.864626,-421.019669,-0.143745,-6.510815,-4.18133
2964 ,-6633.96999,408.345566,-425.212002,-0.13478,-6.511371,-4.180758
2965 ,-6634.100048,401.825951,-429.403758,-0.125814,-6.511919,-4.18018
2966 ,-6634.221126,395.305792,-433.594931,-0.116848,-6.512458,-4.179596
2967 ,-6634.333223,388.785097,-437.785517,-0.107882,-6.512989,-4.179007
2968 ,-6634.436339,382.263875,-441.975508,-0.098916,-6.51351,-4.178412
2969 ,-6634.530474,375.742134,-446.1649,-0.08995,-6.514023,-4.177811
2970 ,-6634.615628,369.219884,-450.353686,-0.080983,-6.514526,-4.177204
2971 ,-6634.6918,362.697134,-454.541862,-0.072017,-6.515021,-4.176592
2972 ,-6634.758992,356.173891,-458.729421,-0.06305,-6.515508,-4.175974
2973 ,-6634.817202,349.650166,-462.916358,-0.054084,-6.515985,-4.175351
2974 ,-6634.86643,343.125966,-467.102666,-0.045117,-6.516454,-4.174722
2975 ,-6634.906677,336.601301,-471.288341,-0.03615,-6.516913,-4.174087
2976 ,-6634.937943,330.07618,-475.473377,-0.027183,-6.517364,-4.173447
2977 ,-6634.960226,323.550611,-479.657768,-0.018216,-6.517806,-4.172801
2978 ,-6634.973528,317.024603,-483.841508,-0.00925,-6.51824,-4.172149
2979 ,-6634.977849,310.498165,-488.024592,-0.000283,-6.518664,-4.171492
2980 ,-6634.973188,303.971306,-492.207014,0.008684,-6.51908,-4.170828
2981 ,-6634.959545,297.444034,-496.388768,0.017651,-6.519487,-4.17016
2982 ,-6634.936921,290.916359,-500.569849,0.026618,-6.519885,-4.169485
2983 ,-6634.905315,284.388289,-504.750251,0.035585,-6.520274,-4.168805
2984 ,-6634.864727,277.859833,-508.929968,0.044551,-6.520654,-4.16812
2985 ,-6634.815159,271.331001,-513.108994,0.053518,-6.521026,-4.167428
2986 ,-6634.756608,264.8018,-517.287325,0.062485,-6.521388,-4.166731
2987 ,-6634.689077,258.272239,-521.464954,0.071451,-6.521742,-4.166029
2988 ,-6634.612564,251.742328,-525.641875,0.080417,-6.522088,-4.16532
2989 ,-6634.527071,245.212075,-529.818084,0.089384,-6.522424,-4.164606
2990 ,-6634.432596,238.68149,-533.993573,0.09835,-6.522751,-4.163887
2991 ,-6634.329141,232.15058,-538.168339,0.107316,-6.52307,-4.163162
2992 ,-6634.216705,225.619355,-542.342374,0.116281,-6.52338,-4.162431
2993 ,-6634.095288,219.087824,-546.515674,0.125247,-6.523681,-4.161694
2994 ,-6633.964891,212.555995,-550.688232,0.134213,-6.523973,-4.160952
2995 ,-6633.825514,206.023877,-554.860044,0.143178,-6.524256,-4.160204
2996 ,-6633.677158,199.49148,-559.031102,0.152143,-6.524531,-4.159451
2997 ,-6633.519821,192.958811,-563.201403,0.161108,-6.524796,-4.158692
2998 ,-6633.353505,186.42588,-567.370939,0.170072,-6.525053,-4.157927
2999 ,-6633.17821,179.892696,-571.539706,0.179037,-6.525301,-4.157156
3000 ,-6632.993935,173.359267,-575.707697,0.188001,-6.525541,-4.15638
3001 ,-6632.800682,166.825603,-579.874908,0.196965,-6.525771,-4.155599
3002 ,-6632.598451,160.291711,-584.041332,0.205928,-6.525993,-4.154811
3003 ,-6632.387241,153.757602,-588.206963,0.214892,-6.526205,-4.154019
3004 ,-6632.167054,147.223283,-592.371797,0.223855,-6.526409,-4.15322
3005 ,-6631.937888,140.688764,-596.535827,0.232817,-6.526604,-4.152416
3006 ,-6631.699746,134.154054,-600.699048,0.24178,-6.526791,-4.151606
3007 ,-6631.452626,127.619161,-604.861454,0.250742,-6.526968,-4.15079
3008 ,-6631.196531,121.084094,-609.02304,0.259703,-6.527137,-4.149969
3009 ,-6630.931458,114.548861,-613.183799,0.268665,-6.527296,-4.149143
3010 ,-6630.65741,108.013473,-617.343727,0.277626,-6.527447,-4.14831
3011 ,-6630.374387,101.477938,-621.502817,0.286586,-6.527589,-4.147472
3012 ,-6630.082388,94.942263,-625.661065,0.295546,-6.527723,-4.146629
3013 ,-6629.781415,88.40646,-629.818463,0.304506,-6.527847,-4.145779
3014 ,-6629.471467,81.870535,-633.975008,0.313465,-6.527963,-4.144925
3015 ,-6629.152546,75.334499,-638.130692,0.322424,-6.52807,-4.144064
3016 ,-6628.824651,68.798359,-642.285511,0.331383,-6.528168,-4.143198
3017 ,-6628.487783,62.262125,-646.439458,0.340341,-6.528257,-4.142326
3018 ,-6628.141943,55.725806,-650.592529,0.349298,-6.528337,-4.141449
3019 ,-6627.787131,49.18941,-654.744717,0.358255,-6.528408,-4.140566
3020 ,-6627.423347,42.652946,-658.896016,0.367212,-6.528471,-4.139678
3021 ,-6627.050593,36.116423,-663.046423,0.376168,-6.528525,-4.138783
3022 ,-6626.668868,29.57985,-667.195929,0.385123,-6.52857,-4.137884
3023 ,-6626.278172,23.043236,-671.344531,0.394078,-6.528606,-4.136978
3024 ,-6625.878508,16.50659,-675.492222,0.403033,-6.528633,-4.136067
3025 ,-6625.469875,9.96992,-679.638997,0.411986,-6.528652,-4.135151
3026 ,-6625.052273,3.433235,-683.78485,0.42094,-6.528662,-4.134228
3027 ,-6624.625703,-3.103456,-687.929775,0.429892,-6.528662,-4.1333
3028 ,-6624.190167,-9.640144,-692.073767,0.438845,-6.528654,-4.132367
3029 ,-6623.745664,-16.17682,-696.216821,0.447796,-6.528638,-4.131428
3030 ,-6623.292195,-22.713475,-700.35893,0.456747,-6.528612,-4.130483
3031 ,-6622.829761,-29.250101,-704.500089,0.465697,-6.528578,-4.129533
3032 ,-6622.358362,-35.786688,-708.640292,0.474647,-6.528534,-4.128577
3033 ,-6621.877999,-42.323229,-712.779534,0.483596,-6.528482,-4.127616
3034 ,-6621.388672,-48.859713,-716.917809,0.492544,-6.528421,-4.126649
3035 ,-6620.890383,-55.396133,-721.055112,0.501492,-6.528351,-4.125676
3036 ,-6620.383132,-61.932478,-725.191437,0.510439,-6.528273,-4.124698
3037 ,-6619.86692,-68.468742,-729.326778,0.519385,-6.528185,-4.123714
3038 ,-6619.341747,-75.004914,-733.46113,0.528331,-6.528089,-4.122725
3039 ,-6618.807615,-81.540986,-737.594487,0.537275,-6.527984,-4.12173
3040 ,-6618.264523,-88.076948,-741.726843,0.546219,-6.52787,-4.120729
3041 ,-6617.712473,-94.612793,-745.858193,0.555163,-6.527747,-4.119723
3042 ,-6617.151465,-101.148511,-749.988532,0.564105,-6.527616,-4.118711
3043 ,-6616.5815,-107.684094,-754.117853,0.573047,-6.527475,-4.117694
3044 ,-6616.002579,-114.219532,-758.246152,0.581988,-6.527326,-4.116671
3045 ,-6615.414703,-120.754817,-762.373421,0.590928,-6.527168,-4.115642
3046 ,-6614.817873,-127.28994,-766.499657,0.599868,-6.527001,-4.114608
3047 ,-6614.212089,-133.824892,-770.624853,0.608806,-6.526825,-4.113568
3048 ,-6613.597352,-140.359664,-774.749004,0.617744,-6.526641,-4.112523
3049 ,-6612.973663,-146.894248,-778.872104,0.626681,-6.526447,-4.111472
3050 ,-6612.341023,-153.428634,-782.994147,0.635617,-6.526245,-4.110416
3051 ,-6611.699432,-159.962814,-787.115128,0.644552,-6.526034,-4.109354
3052 ,-6611.048893,-166.496779,-791.235042,0.653486,-6.525814,-4.108286
3053 ,-6610.389404,-173.03052,-795.353882,0.66242,-6.525585,-4.107213
3054 ,-6609.720969,-179.564028,-799.471644,0.671352,-6.525348,-4.106134
3055 ,-6609.043586,-186.097295,-803.588321,0.680284,-6.525102,-4.10505
3056 ,-6608.357258,-192.630311,-807.703908,0.689214,-6.524846,-4.10396
3057 ,-6607.661985,-199.163068,-811.8184,0.698144,-6.524582,-4.102865
3058 ,-6606.957769,-205.695557,-815.93179,0.707073,-6.52431,-4.101764
3059 ,-6606.244609,-212.227768,-820.044074,0.716,-6.524028,-4.100657
3060 ,-6605.522507,-218.759694,-824.155245,0.724927,-6.523737,-4.099545
3061 ,-6604.791465,-225.291326,-828.265298,0.733853,-6.523438,-4.098427
3062 ,-6604.051483,-231.822654,-832.374228,0.742778,-6.52313,-4.097304
3063 ,-6603.302561,-238.353669,-836.482029,0.751701,-6.522813,-4.096175
3064 ,-6602.544702,-244.884364,-840.588695,0.760624,-6.522487,-4.095041
3065 ,-6601.777906,-251.414729,-844.694222,0.769546,-6.522153,-4.093901
3066 ,-6601.002175,-257.944754,-848.798602,0.778466,-6.521809,-4.092756
3067 ,-6600.217508,-264.474433,-852.901831,0.787386,-6.521457,-4.091605
3068 ,-6599.423908,-271.003754,-857.003903,0.796304,-6.521096,-4.090448
3069 ,-6598.621376,-277.532711,-861.104813,0.805222,-6.520726,-4.089286
3070 ,-6597.809912,-284.061293,-865.204555,0.814138,-6.520348,-4.088119
3071 ,-6596.989517,-290.589493,-869.303123,0.823053,-6.51996,-4.086945
3072 ,-6596.160194,-297.117301,-873.400512,0.831967,-6.519564,-4.085767
3073 ,-6595.321942,-303.644708,-877.496716,0.84088,-6.519159,-4.084582
3074 ,-6594.474763,-310.171706,-881.59173,0.849792,-6.518745,-4.083393
3075 ,-6593.618659,-316.698285,-885.685549,0.858702,-6.518322,-4.082197
3076 ,-6592.75363,-323.224438,-889.778166,0.867612,-6.51789,-4.080996
3077 ,-6591.879677,-329.750154,-893.869576,0.87652,-6.51745,-4.07979
3078 ,-6590.996803,-336.275426,-897.959774,0.885427,-6.517001,-4.078578
3079 ,-6590.105007,-342.800244,-902.048754,0.894333,-6.516543,-4.077361
3080 ,-6589.204291,-349.3246,-906.13651,0.903237,-6.516076,-4.076138
3081 ,-6588.294657,-355.848485,-910.223037,0.912141,-6.5156,-4.074909
3082 ,-6587.376105,-362.37189,-914.30833,0.921043,-6.515116,-4.073675
3083 ,-6586.448638,-368.894806,-918.392382,0.929944,-6.514623,-4.072436
3084 ,-6585.512256,-375.417224,-922.475189,0.938843,-6.514121,-4.07119
3085 ,-6584.56696,-381.939136,-926.556744,0.947742,-6.51361,-4.06994
3086 ,-6583.612751,-388.460532,-930.637043,0.956639,-6.51309,-4.068684
3087 ,-6582.649632,-394.981405,-934.71608,0.965534,-6.512562,-4.067422
3088 ,-6581.677604,-401.501744,-938.793848,0.974429,-6.512024,-4.066155
3089 ,-6580.696667,-408.021542,-942.870344,0.983322,-6.511478,-4.064882
3090 ,-6579.706823,-414.540789,-946.94556,0.992213,-6.510923,-4.063604
3091 ,-6578.708073,-421.059477,-951.019492,1.001104,-6.51036,-4.06232
3092 ,-6577.700419,-427.577597,-955.092134,1.009993,-6.509787,-4.061031
3093 ,-6576.683863,-434.095139,-959.163481,1.01888,-6.509206,-4.059736
3094 ,-6575.658404,-440.612096,-963.233527,1.027767,-6.508616,-4.058436
3095 ,-6574.624046,-447.128458,-967.302266,1.036651,-6.508017,-4.05713
3096 ,-6573.580789,-453.644217,-971.369693,1.045535,-6.507409,-4.055819
3097 ,-6572.528635,-460.159364,-975.435803,1.054417,-6.506792,-4.054503
3098 ,-6571.467585,-466.673889,-979.500589,1.063297,-6.506167,-4.05318
3099 ,-6570.397641,-473.187784,-983.564048,1.072176,-6.505533,-4.051853
3100 ,-6569.318804,-479.701041,-987.626172,1.081054,-6.50489,-4.050519
3101 ,-6568.231075,-486.213651,-991.686956,1.08993,-6.504238,-4.049181
3102 ,-6567.134457,-492.725604,-995.746396,1.098805,-6.503578,-4.047837
3103 ,-6566.02895,-499.236892,-999.804485,1.107678,-6.502909,-4.046487
3104 ,-6564.914556,-505.747506,-1003.861217,1.11655,-6.50223,-4.045132
3105 ,-6563.791277,-512.257437,-1007.916589,1.12542,-6.501544,-4.043771
3106 ,-6562.659114,-518.766677,-1011.970593,1.134288,-6.500848,-4.042405
3107 ,-6561.518068,-525.275216,-1016.023224,1.143155,-6.500143,-4.041033
3108 ,-6560.368142,-531.783047,-1020.074478,1.152021,-6.49943,-4.039656
3109 ,-6559.209336,-538.290159,-1024.124348,1.160885,-6.498708,-4.038274
3110 ,-6558.041653,-544.796545,-1028.172829,1.169747,-6.497977,-4.036886
3111 ,-6556.865094,-551.302195,-1032.219915,1.178608,-6.497238,-4.035492
3112 ,-6555.679661,-557.807101,-1036.265601,1.187467,-6.496489,-4.034093
3113 ,-6554.485355,-564.311254,-1040.309882,1.196324,-6.495732,-4.032689
3114 ,-6553.282177,-570.814644,-1044.352752,1.20518,-6.494966,-4.031279
3115 ,-6552.07013,-577.317265,-1048.394205,1.214034,-6.494191,-4.029863
3116 ,-6550.849215,-583.819105,-1052.434237,1.222887,-6.493408,-4.028442
3117 ,-6549.619434,-590.320158,-1056.472841,1.231738,-6.492615,-4.027016
3118 ,-6548.380788,-596.820413,-1060.510012,1.240587,-6.491814,-4.025584
3119 ,-6547.13328,-603.319862,-1064.545745,1.249434,-6.491004,-4.024147
3120 ,-6545.87691,-609.818497,-1068.580033,1.25828,-6.490186,-4.022704
3121 ,-6544.611681,-616.316309,-1072.612873,1.267124,-6.489358,-4.021256
3122 ,-6543.337595,-622.813288,-1076.644258,1.275967,-6.488522,-4.019803
3123 ,-6542.054652,-629.309426,-1080.674182,1.284807,-6.487677,-4.018344
3124 ,-6540.762855,-635.804714,-1084.702641,1.293646,-6.486823,-4.016879
3125 ,-6539.462206,-642.299144,-1088.729628,1.302483,-6.485961,-4.015409
3126 ,-6538.152705,-648.792706,-1092.755139,1.311319,-6.485089,-4.013934
3127 ,-6536.834356,-655.285392,-1096.779168,1.320152,-6.484209,-4.012453
3128 ,-6535.50716,-661.777194,-1100.801709,1.328984,-6.483321,-4.010967
3129 ,-6534.171119,-668.268101,-1104.822758,1.337814,-6.482423,-4.009475
3130 ,-6532.826234,-674.758107,-1108.842307,1.346642,-6.481517,-4.007978
3131 ,-6531.472508,-681.2472,-1112.860353,1.355468,-6.480601,-4.006475
3132 ,-6530.109941,-687.735374,-1116.87689,1.364293,-6.479678,-4.004967
3133 ,-6528.738537,-694.222619,-1120.891911,1.373115,-6.478745,-4.003454
3134 ,-6527.358297,-700.708927,-1124.905413,1.381936,-6.477804,-4.001935
3135 ,-6525.969223,-707.194288,-1128.917389,1.390755,-6.476853,-4.000411
3136 ,-6524.571316,-713.678694,-1132.927833,1.399572,-6.475894,-3.998881
3137 ,-6523.164579,-720.162136,-1136.936741,1.408387,-6.474927,-3.997346
3138 ,-6521.749013,-726.644606,-1140.944107,1.4172,-6.47395,-3.995805
3139 ,-6520.324621,-733.126094,-1144.949926,1.426011,-6.472965,-3.994259
3140 ,-6518.891404,-739.606592,-1148.954192,1.43482,-6.471971,-3.992708
3141 ,-6517.449365,-746.086091,-1152.956899,1.443627,-6.470968,-3.991151
3142 ,-6515.998505,-752.564582,-1156.958043,1.452433,-6.469957,-3.989589
3143 ,-6514.538826,-759.042057,-1160.957617,1.461236,-6.468937,-3.988021
3144 ,-6513.070331,-765.518507,-1164.955618,1.470037,-6.467908,-3.986448
3145 ,-6511.593021,-771.993923,-1168.952038,1.478837,-6.46687,-3.98487
3146 ,-6510.106898,-778.468296,-1172.946872,1.487634,-6.465824,-3.983286
3147 ,-6508.611965,-784.941617,-1176.940116,1.496429,-6.464769,-3.981697
3148 ,-6507.108222,-791.413879,-1180.931764,1.505222,-6.463705,-3.980102
3149 ,-6505.595674,-797.885071,-1184.921809,1.514014,-6.462632,-3.978502
3150 ,-6504.07432,-804.355185,-1188.910248,1.522803,-6.461551,-3.976896
3151 ,-6502.544165,-810.824213,-1192.897075,1.53159,-6.46046,-3.975286
3152 ,-6501.005209,-817.292146,-1196.882283,1.540375,-6.459362,-3.973669
3153 ,-6499.457454,-823.758975,-1200.865869,1.549158,-6.458254,-3.972048
3154 ,-6497.900904,-830.224691,-1204.847825,1.557938,-6.457138,-3.970421
3155 ,-6496.335559,-836.689286,-1208.828148,1.566717,-6.456013,-3.968788
3156 ,-6494.761423,-843.152751,-1212.806831,1.575493,-6.454879,-3.967151
3157 ,-6493.178497,-849.615076,-1216.783869,1.584268,-6.453736,-3.965508
3158 ,-6491.586783,-856.076254,-1220.759257,1.59304,-6.452585,-3.963859
3159 ,-6489.986284,-862.536276,-1224.732989,1.60181,-6.451425,-3.962205
3160 ,-6488.377001,-868.995132,-1228.705061,1.610578,-6.450256,-3.960546
3161 ,-6486.758938,-875.452814,-1232.675465,1.619343,-6.449079,-3.958881
3162 ,-6485.132095,-881.909314,-1236.644198,1.628107,-6.447893,-3.957211
3163 ,-6483.496476,-888.364623,-1240.611254,1.636868,-6.446698,-3.955536
3164 ,-6481.852083,-894.818731,-1244.576628,1.645627,-6.445494,-3.953855
3165 ,-6480.198917,-901.271631,-1248.540313,1.654384,-6.444282,-3.952169
3166 ,-6478.536982,-907.723313,-1252.502305,1.663138,-6.443061,-3.950478
3167 ,-6476.866278,-914.173769,-1256.462599,1.671891,-6.441831,-3.948781
3168 ,-6475.18681,-920.62299,-1260.421188,1.680641,-6.440593,-3.947079
3169 ,-6473.498578,-927.070967,-1264.378068,1.689388,-6.439346,-3.945372
3170 ,-6471.801585,-933.517692,-1268.333233,1.698134,-6.43809,-3.943659
3171 ,-6470.095834,-939.963156,-1272.286679,1.706877,-6.436826,-3.941941
3172 ,-6468.381327,-946.40735,-1276.238398,1.715617,-6.435552,-3.940217
3173 ,-6466.658066,-952.850266,-1280.188387,1.724356,-6.43427,-3.938488
3174 ,-6464.926054,-959.291894,-1284.13664,1.733092,-6.43298,-3.936754
3175 ,-6463.185292,-965.732226,-1288.083151,1.741825,-6.43168,-3.935014
3176 ,-6461.435784,-972.171254,-1292.027915,1.750557,-6.430372,-3.93327
3177 ,-6459.677531,-978.608968,-1295.970927,1.759286,-6.429056,-3.931519
3178 ,-6457.910536,-985.04536,-1299.912181,1.768012,-6.42773,-3.929764
3179 ,-6456.134802,-991.480421,-1303.851672,1.776736,-6.426396,-3.928003
