Time,x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
0 ,6307.718207,-2059.745108,-683.572431,2.427464,6.064209,4.127853
1 ,6310.145005,-2053.672245,-679.432948,2.418978,6.066975,4.128771
2 ,6312.563302,-2047.596615,-675.292549,2.410489,6.069733,4.129683
3 ,6314.973092,-2041.518229,-671.151237,2.401996,6.072482,4.130589
4 ,6317.374375,-2035.437093,-667.009019,2.3935,6.075224,4.13149
5 ,6319.767145,-2029.353216,-662.865901,2.385,6.077957,4.132385
6 ,6322.151401,-2023.266605,-658.721888,2.376498,6.080682,4.133275
7 ,6324.527138,-2017.17727,-654.576985,2.367992,6.083399,4.134159
8 ,6326.894354,-2011.085218,-650.431199,2.359483,6.086107,4.135038
9 ,6329.253045,-2004.990458,-646.284534,2.350971,6.088808,4.135911
10 ,6331.603208,-1998.892998,-642.136997,2.342456,6.0915,4.136778
11 ,6333.94484,-1992.792845,-637.988593,2.333938,6.094184,4.13764
12 ,6336.277938,-1986.690009,-633.839327,2.325416,6.09686,4.138497
13 ,6338.602499,-1980.584497,-629.689206,2.316892,6.099527,4.139347
14 ,6340.918519,-1974.476318,-625.538235,2.308364,6.102187,4.140192
15 ,6343.225996,-1968.365479,-621.386418,2.299833,6.104838,4.141032
16 ,6345.524926,-1962.25199,-617.233763,2.291299,6.107481,4.141866
17 ,6347.815306,-1956.135858,-613.080275,2.282762,6.110116,4.142694
18 ,6350.097134,-1950.017091,-608.925959,2.274222,6.112742,4.143517
19 ,6352.370406,-1943.895699,-604.77082,2.265678,6.115361,4.144334
20 ,6354.635118,-1937.771688,-600.614865,2.257132,6.117971,4.145145
21 ,6356.891269,-1931.645067,-596.4581,2.248583,6.120573,4.145951
22 ,6359.138854,-1925.515845,-592.300529,2.240031,6.123166,4.146752
23 ,6361.377872,-1919.38403,-588.142158,2.231475,6.125752,4.147547
24 ,6363.608318,-1913.24963,-583.982993,2.222917,6.128329,4.148336
25 ,6365.83019,-1907.112653,-579.823039,2.214355,6.130898,4.149119
26 ,6368.043485,-1900.973107,-575.662303,2.205791,6.133458,4.149897
27 ,6370.2482,-1894.831002,-571.50079,2.197224,6.136011,4.150669
28 ,6372.444332,-1888.686344,-567.338505,2.188654,6.138555,4.151436
29 ,6374.631878,-1882.539143,-563.175453,2.18008,6.141091,4.152197
30 ,6376.810835,-1876.389406,-559.011642,2.171504,6.143618,4.152953
31 ,6378.9812,-1870.237142,-554.847076,2.162925,6.146138,4.153703
32 ,6381.142971,-1864.082359,-550.68176,2.154343,6.148649,4.154447
33 ,6383.296143,-1857.925066,-546.515702,2.145758,6.151151,4.155186
34 ,6385.440715,-1851.76527,-542.348905,2.13717,6.153646,4.155919
35 ,6387.576683,-1845.602981,-538.181376,2.12858,6.156132,4.156646
36 ,6389.704045,-1839.438206,-534.01312,2.119986,6.15861,4.157368
37 ,6391.822798,-1833.270953,-529.844143,2.11139,6.16108,4.158085
38 ,6393.932938,-1827.101231,-525.674451,2.102791,6.163541,4.158795
39 ,6396.034464,-1820.929049,-521.50405,2.094188,6.165994,4.1595
40 ,6398.127371,-1814.754414,-517.332944,2.085584,6.168439,4.1602
41 ,6400.211659,-1808.577335,-513.161139,2.076976,6.170875,4.160893
42 ,6402.287322,-1802.39782,-508.988642,2.068365,6.173303,4.161582
43 ,6404.35436,-1796.215877,-504.815458,2.059752,6.175723,4.162264
44 ,6406.412768,-1790.031516,-500.641592,2.051136,6.178135,4.162941
45 ,6408.462545,-1783.844743,-496.46705,2.042517,6.180538,4.163612
46 ,6410.503687,-1777.655568,-492.291837,2.033896,6.182933,4.164278
47 ,6412.536191,-1771.463999,-488.11596,2.025271,6.185319,4.164938
48 ,6414.560056,-1765.270043,-483.939424,2.016644,6.187698,4.165593
49 ,6416.575278,-1759.07371,-479.762235,2.008014,6.190067,4.166241
50 ,6418.581854,-1752.875008,-475.584398,1.999382,6.192429,4.166885
51 ,6420.579783,-1746.673946,-471.405918,1.990747,6.194782,4.167522
52 ,6422.56906,-1740.47053,-467.226803,1.982109,6.197127,4.168154
53 ,6424.549684,-1734.264771,-463.047056,1.973468,6.199464,4.16878
54 ,6426.521651,-1728.056675,-458.866684,1.964825,6.201792,4.169401
55 ,6428.48496,-1721.846252,-454.685693,1.956179,6.204112,4.170016
56 ,6430.439607,-1715.63351,-450.504088,1.947531,6.206423,4.170626
57 ,6432.38559,-1709.418457,-446.321874,1.93888,6.208726,4.171229
58 ,6434.322906,-1703.201102,-442.139058,1.930226,6.211021,4.171828
59 ,6436.251553,-1696.981453,-437.955645,1.92157,6.213308,4.17242
60 ,6438.171528,-1690.759519,-433.771641,1.912911,6.215586,4.173007
61 ,6440.082828,-1684.535307,-429.587051,1.904249,6.217855,4.173588
62 ,6441.985451,-1678.308826,-425.40188,1.895585,6.220117,4.174164
63 ,6443.879394,-1672.080084,-421.216136,1.886919,6.22237,4.174734
64 ,6445.764655,-1665.849091,-417.029823,1.87825,6.224614,4.175298
65 ,6447.641231,-1659.615854,-412.842947,1.869578,6.226851,4.175857
66 ,6449.50912,-1653.380381,-408.655513,1.860904,6.229078,4.17641
67 ,6451.368319,-1647.142681,-404.467528,1.852227,6.231298,4.176958
68 ,6453.218826,-1640.902763,-400.278996,1.843548,6.233509,4.177499
69 ,6455.060637,-1634.660635,-396.089924,1.834866,6.235712,4.178036
70 ,6456.893752,-1628.416305,-391.900318,1.826182,6.237906,4.178566
71 ,6458.718166,-1622.169782,-387.710182,1.817495,6.240092,4.179091
72 ,6460.533878,-1615.921074,-383.519522,1.808806,6.242269,4.17961
73 ,6462.340886,-1609.670189,-379.328345,1.800115,6.244438,4.180124
74 ,6464.139186,-1603.417136,-375.136656,1.791421,6.246599,4.180632
75 ,6465.928777,-1597.161923,-370.94446,1.782725,6.248751,4.181134
76 ,6467.709655,-1590.90456,-366.751764,1.774026,6.250895,4.181631
77 ,6469.48182,-1584.645053,-362.558572,1.765325,6.25303,4.182122
78 ,6471.245267,-1578.383412,-358.36489,1.756621,6.255157,4.182607
79 ,6472.999996,-1572.119645,-354.170725,1.747915,6.257276,4.183087
80 ,6474.746002,-1565.85376,-349.976082,1.739207,6.259386,4.183561
81 ,6476.483285,-1559.585766,-345.780966,1.730496,6.261488,4.184029
82 ,6478.211842,-1553.315672,-341.585383,1.721783,6.263581,4.184492
83 ,6479.93167,-1547.043485,-337.389339,1.713068,6.265666,4.184949
84 ,6481.642767,-1540.769214,-333.19284,1.704351,6.267743,4.185401
85 ,6483.345131,-1534.492868,-328.99589,1.695631,6.269811,4.185847
86 ,6485.038759,-1528.214456,-324.798497,1.686909,6.27187,4.186287
87 ,6486.72365,-1521.933984,-320.600665,1.678184,6.273921,4.186721
88 ,6488.399801,-1515.651463,-316.4024,1.669458,6.275964,4.18715
89 ,6490.067209,-1509.3669,-312.203708,1.660729,6.277998,4.187573
90 ,6491.725873,-1503.080304,-308.004594,1.651997,6.280024,4.187991
91 ,6493.37579,-1496.791684,-303.805064,1.643264,6.282041,4.188403
92 ,6495.016958,-1490.501047,-299.605125,1.634528,6.28405,4.188809
93 ,6496.649375,-1484.208402,-295.40478,1.625791,6.286051,4.18921
94 ,6498.273038,-1477.913759,-291.204037,1.617051,6.288043,4.189605
95 ,6499.887946,-1471.617124,-287.002901,1.608308,6.290026,4.189994
96 ,6501.494096,-1465.318507,-282.801377,1.599564,6.292001,4.190378
97 ,6503.091486,-1459.017917,-278.599471,1.590818,6.293968,4.190756
98 ,6504.680114,-1452.715361,-274.39719,1.582069,6.295926,4.191128
99 ,6506.259977,-1446.410848,-270.194537,1.573318,6.297875,4.191495
100 ,6507.831075,-1440.104387,-265.99152,1.564565,6.299817,4.191856
101 ,6509.393403,-1433.795986,-261.788144,1.55581,6.301749,4.192211
102 ,6510.946962,-1427.485654,-257.584414,1.547053,6.303673,4.192561
103 ,6512.491747,-1421.173399,-253.380337,1.538294,6.305589,4.192905
104 ,6514.027758,-1414.859229,-249.175917,1.529532,6.307496,4.193243
105 ,6515.554991,-1408.543153,-244.971161,1.520769,6.309395,4.193576
106 ,6517.073446,-1402.225181,-240.766074,1.512004,6.311285,4.193903
107 ,6518.58312,-1395.905319,-236.560663,1.503236,6.313167,4.194224
108 ,6520.084011,-1389.583577,-232.354931,1.494467,6.31504,4.19454
109 ,6521.576117,-1383.259963,-228.148886,1.485695,6.316905,4.19485
110 ,6523.059435,-1376.934485,-223.942533,1.476922,6.318761,4.195154
111 ,6524.533965,-1370.607153,-219.735878,1.468146,6.320609,4.195453
112 ,6525.999704,-1364.277975,-215.528926,1.459369,6.322448,4.195746
113 ,6527.456649,-1357.946959,-211.321683,1.450589,6.324279,4.196033
114 ,6528.9048,-1351.614113,-207.114154,1.441808,6.326101,4.196315
115 ,6530.344154,-1345.279447,-202.906346,1.433025,6.327915,4.196591
116 ,6531.774709,-1338.942968,-198.698264,1.42424,6.32972,4.196862
117 ,6533.196463,-1332.604686,-194.489914,1.415452,6.331516,4.197126
118 ,6534.609414,-1326.264608,-190.281301,1.406663,6.333305,4.197385
119 ,6536.013561,-1319.922744,-186.072431,1.397872,6.335084,4.197639
120 ,6537.408901,-1313.579102,-181.86331,1.389079,6.336855,4.197886
121 ,6538.795433,-1307.233691,-177.653944,1.380285,6.338618,4.198128
122 ,6540.173154,-1300.886518,-173.444337,1.371488,6.340372,4.198365
123 ,6541.542064,-1294.537593,-169.234497,1.36269,6.342117,4.198596
124 ,6542.902159,-1288.186924,-165.024428,1.353889,6.343854,4.198821
125 ,6544.253438,-1281.834519,-160.814136,1.345087,6.345583,4.19904
126 ,6545.5959,-1275.480388,-156.603627,1.336283,6.347302,4.199254
127 ,6546.929543,-1269.124538,-152.392906,1.327477,6.349014,4.199462
128 ,6548.254364,-1262.766979,-148.18198,1.31867,6.350716,4.199664
129 ,6549.570362,-1256.407718,-143.970853,1.309861,6.352411,4.199861
130 ,6550.877536,-1250.046765,-139.759533,1.301049,6.354096,4.200052
131 ,6552.175882,-1243.684128,-135.548023,1.292237,6.355773,4.200237
132 ,6553.465401,-1237.319816,-131.336331,1.283422,6.357442,4.200417
133 ,6554.746089,-1230.953836,-127.124461,1.274606,6.359102,4.200591
134 ,6556.017946,-1224.586198,-122.91242,1.265788,6.360753,4.200759
135 ,6557.280969,-1218.216911,-118.700212,1.256968,6.362396,4.200922
136 ,6558.535157,-1211.845982,-114.487845,1.248146,6.364031,4.201079
137 ,6559.780508,-1205.473421,-110.275322,1.239323,6.365656,4.20123
138 ,6561.01702,-1199.099235,-106.062651,1.230498,6.367273,4.201376
139 ,6562.244692,-1192.723434,-101.849837,1.221672,6.368882,4.201516
140 ,6563.463522,-1186.346027,-97.636885,1.212844,6.370482,4.20165
141 ,6564.673509,-1179.967021,-93.423801,1.204014,6.372074,4.201779
142 ,6565.87465,-1173.586425,-89.210592,1.195183,6.373656,4.201902
143 ,6567.066944,-1167.204248,-84.997261,1.18635,6.375231,4.202019
144 ,6568.250391,-1160.820498,-80.783816,1.177515,6.376796,4.202131
145 ,6569.424987,-1154.435185,-76.570262,1.168679,6.378354,4.202237
146 ,6570.590731,-1148.048316,-72.356605,1.159841,6.379902,4.202337
147 ,6571.747622,-1141.659901,-68.14285,1.151002,6.381442,4.202432
148 ,6572.895659,-1135.269947,-63.929003,1.142161,6.382973,4.20252
149 ,6574.034839,-1128.878464,-59.715069,1.133319,6.384496,4.202604
150 ,6575.165161,-1122.48546,-55.501055,1.124475,6.38601,4.202681
151 ,6576.286624,-1116.090944,-51.286966,1.115629,6.387516,4.202753
152 ,6577.399226,-1109.694924,-47.072808,1.106782,6.389013,4.202819
153 ,6578.502966,-1103.297409,-42.858586,1.097934,6.390501,4.20288
154 ,6579.597842,-1096.898407,-38.644306,1.089084,6.391981,4.202935
155 ,6580.683852,-1090.497927,-34.429974,1.080232,6.393452,4.202984
156 ,6581.760996,-1084.095978,-30.215596,1.071379,6.394915,4.203028
157 ,6582.829271,-1077.692569,-26.001177,1.062525,6.396369,4.203065
158 ,6583.888677,-1071.287707,-21.786722,1.053669,6.397814,4.203098
159 ,6584.939211,-1064.881402,-17.572239,1.044812,6.399251,4.203124
160 ,6585.980873,-1058.473663,-13.357731,1.035954,6.400679,4.203145
161 ,6587.013661,-1052.064497,-9.143206,1.027094,6.402099,4.20316
162 ,6588.037574,-1045.653913,-4.928668,1.018232,6.403509,4.203169
163 ,6589.05261,-1039.241921,-0.714124,1.009369,6.404912,4.203173
164 ,6590.058767,-1032.828528,3.500422,1.000505,6.406305,4.203171
165 ,6591.056046,-1026.413744,7.714963,0.99164,6.40769,4.203164
166 ,6592.044443,-1019.997576,11.929493,0.982773,6.409067,4.203151
167 ,6593.023958,-1013.580035,16.144007,0.973905,6.410435,4.203132
168 ,6593.99459,-1007.161127,20.358499,0.965035,6.411794,4.203107
169 ,6594.956337,-1000.740863,24.572964,0.956165,6.413144,4.203077
170 ,6595.909197,-994.31925,28.787396,0.947292,6.414486,4.203041
171 ,6596.853171,-987.896297,33.001789,0.938419,6.415819,4.202999
172 ,6597.788255,-981.472013,37.216137,0.929544,6.417144,4.202952
173 ,6598.71445,-975.046406,41.430435,0.920669,6.41846,4.202899
174 ,6599.631754,-968.619486,45.644677,0.911792,6.419767,4.20284
175 ,6600.540165,-962.191261,49.858857,0.902913,6.421066,4.202776
176 ,6601.439682,-955.761738,54.07297,0.894034,6.422356,4.202706
177 ,6602.330305,-949.330928,58.28701,0.885153,6.423637,4.202631
178 ,6603.212032,-942.898839,62.500972,0.876271,6.42491,4.202549
179 ,6604.084861,-936.465479,66.714849,0.867388,6.426174,4.202462
180 ,6604.948792,-930.030858,70.928635,0.858503,6.42743,4.20237
181 ,6605.803823,-923.594982,75.142327,0.849618,6.428677,4.202271
182 ,6606.649953,-917.157863,79.355916,0.840731,6.429915,4.202167
183 ,6607.487182,-910.719507,83.569399,0.831843,6.431144,4.202057
184 ,6608.315507,-904.279924,87.782768,0.822955,6.432365,4.201942
185 ,6609.134928,-897.839123,91.996019,0.814064,6.433577,4.201821
186 ,6609.945444,-891.397111,96.209146,0.805173,6.434781,4.201694
187 ,6610.747054,-884.953899,100.422143,0.796281,6.435976,4.201562
188 ,6611.539756,-878.509493,104.635005,0.787388,6.437162,4.201424
189 ,6612.32355,-872.063904,108.847725,0.778494,6.438339,4.20128
190 ,6613.098434,-865.61714,113.060298,0.769598,6.439508,4.201131
191 ,6613.864407,-859.169209,117.272718,0.760702,6.440668,4.200976
192 ,6614.621469,-852.72012,121.48498,0.751804,6.44182,4.200815
193 ,6615.369618,-846.269882,125.697079,0.742906,6.442963,4.200648
194 ,6616.108853,-839.818503,129.909007,0.734006,6.444097,4.200476
195 ,6616.839174,-833.365993,134.12076,0.725106,6.445223,4.200299
196 ,6617.560579,-826.912359,138.332332,0.716204,6.446339,4.200115
197 ,6618.273067,-820.457611,142.543717,0.707302,6.447448,4.199926
198 ,6618.976637,-814.001757,146.754909,0.698398,6.448547,4.199731
199 ,6619.671289,-807.544807,150.965904,0.689494,6.449638,4.199531
200 ,6620.357021,-801.086767,155.176694,0.680589,6.45072,4.199325
201 ,6621.033833,-794.627648,159.387275,0.671682,6.451793,4.199113
202 ,6621.701724,-788.167458,163.597641,0.662775,6.452858,4.198895
203 ,6622.360692,-781.706206,167.807786,0.653867,6.453914,4.198672
204 ,6623.010737,-775.2439,172.017704,0.644958,6.454961,4.198443
205 ,6623.651858,-768.78055,176.22739,0.636049,6.456,4.198209
206 ,6624.284054,-762.316163,180.436838,0.627138,6.45703,4.197969
207 ,6624.907324,-755.850748,184.646043,0.618227,6.458051,4.197723
208 ,6625.521668,-749.384315,188.854998,0.609314,6.459064,4.197471
209 ,6626.127084,-742.916871,193.063698,0.600401,6.460068,4.197214
210 ,6626.723572,-736.448427,197.272137,0.591487,6.461063,4.196951
211 ,6627.31113,-729.978989,201.48031,0.582572,6.46205,4.196683
212 ,6627.889759,-723.508568,205.688211,0.573657,6.463027,4.196409
213 ,6628.459457,-717.037171,209.895835,0.56474,6.463997,4.196129
214 ,6629.020224,-710.564808,214.103174,0.555823,6.464957,4.195844
215 ,6629.572059,-704.091487,218.310225,0.546905,6.465909,4.195552
216 ,6630.11496,-697.617217,222.516981,0.537987,6.466852,4.195256
217 ,6630.648928,-691.142006,226.723437,0.529068,6.467786,4.194953
218 ,6631.173961,-684.665864,230.929586,0.520148,6.468712,4.194645
219 ,6631.690059,-678.188799,235.135423,0.511227,6.469629,4.194331
220 ,6632.197222,-671.710819,239.340943,0.502305,6.470537,4.194012
221 ,6632.695448,-665.231934,243.54614,0.493383,6.471436,4.193687
222 ,6633.184736,-658.752152,247.751008,0.48446,6.472327,4.193356
223 ,6633.665087,-652.271482,251.955542,0.475537,6.473209,4.193019
224 ,6634.136499,-645.789933,256.159735,0.466613,6.474082,4.192677
225 ,6634.598972,-639.307513,260.363582,0.457688,6.474947,4.192329
226 ,6635.052506,-632.824231,264.567078,0.448763,6.475803,4.191976
227 ,6635.497098,-626.340096,268.770217,0.439837,6.47665,4.191617
228 ,6635.93275,-619.855117,272.972992,0.43091,6.477488,4.191252
229 ,6636.35946,-613.369302,277.175399,0.421983,6.478318,4.190882
230 ,6636.777228,-606.882659,281.377432,0.413055,6.479139,4.190505
231 ,6637.186054,-600.395199,285.579085,0.404127,6.479951,4.190124
232 ,6637.585936,-593.906929,289.780352,0.395198,6.480755,4.189736
233 ,6637.976874,-587.417858,293.981228,0.386269,6.48155,4.189343
234 ,6638.358868,-580.927995,298.181707,0.377339,6.482336,4.188945
235 ,6638.731916,-574.437349,302.381783,0.368408,6.483113,4.18854
236 ,6639.09602,-567.945928,306.581451,0.359477,6.483882,4.18813
237 ,6639.451177,-561.453742,310.780705,0.350546,6.484642,4.187714
238 ,6639.797388,-554.960798,314.979539,0.341614,6.485393,4.187293
239 ,6640.134652,-548.467106,319.177948,0.332682,6.486136,4.186866
240 ,6640.462969,-541.972674,323.375926,0.323749,6.486869,4.186433
241 ,6640.782338,-535.477512,327.573467,0.314816,6.487594,4.185995
242 ,6641.092759,-528.981627,331.770566,0.305882,6.488311,4.185551
243 ,6641.394231,-522.485029,335.967217,0.296948,6.489018,4.185102
244 ,6641.686754,-515.987726,340.163415,0.288013,6.489717,4.184646
245 ,6641.970328,-509.489727,344.359153,0.279078,6.490407,4.184185
246 ,6642.244952,-502.991042,348.554426,0.270143,6.491088,4.183719
247 ,6642.510625,-496.491677,352.749228,0.261208,6.491761,4.183247
248 ,6642.767348,-489.991644,356.943554,0.252272,6.492425,4.182769
249 ,6643.015121,-483.490949,361.137398,0.243335,6.49308,4.182285
250 ,6643.253941,-476.989602,365.330755,0.234398,6.493726,4.181796
251 ,6643.48381,-470.487612,369.523618,0.225461,6.494364,4.181301
252 ,6643.704728,-463.984987,373.715982,0.216524,6.494993,4.180801
253 ,6643.916693,-457.481736,377.907842,0.207586,6.495613,4.180295
254 ,6644.119705,-450.977868,382.099191,0.198649,6.496225,4.179783
255 ,6644.313765,-444.473391,386.290024,0.18971,6.496827,4.179266
256 ,6644.498872,-437.968316,390.480336,0.180772,6.497421,4.178743
257 ,6644.675025,-431.462649,394.67012,0.171833,6.498006,4.178214
258 ,6644.842225,-424.9564,398.859371,0.162894,6.498583,4.17768
259 ,6645.000471,-418.449577,403.048084,0.153955,6.49915,4.17714
260 ,6645.149763,-411.942191,407.236253,0.145016,6.499709,4.176594
261 ,6645.2901,-405.434248,411.423871,0.136076,6.500259,4.176043
262 ,6645.421483,-398.925758,415.610935,0.127136,6.500801,4.175486
263 ,6645.543912,-392.41673,419.797436,0.118196,6.501333,4.174923
264 ,6645.657386,-385.907172,423.983371,0.109256,6.501857,4.174355
265 ,6645.761905,-379.397094,428.168734,0.100316,6.502373,4.173781
266 ,6645.857469,-372.886504,432.353518,0.091376,6.502879,4.173202
267 ,6645.944077,-366.37541,436.537719,0.082435,6.503377,4.172617
268 ,6646.021731,-359.863822,440.72133,0.073494,6.503865,4.172026
269 ,6646.090429,-353.351748,444.904346,0.064554,6.504346,4.17143
270 ,6646.150171,-346.839197,449.086761,0.055613,6.504817,4.170828
271 ,6646.200958,-340.326178,453.268569,0.046672,6.50528,4.17022
272 ,6646.242788,-333.8127,457.449766,0.037731,6.505733,4.169607
273 ,6646.275664,-327.298771,461.630345,0.02879,6.506179,4.168988
274 ,6646.299583,-320.7844,465.810301,0.019849,6.506615,4.168364
275 ,6646.314546,-314.269596,469.989627,0.010907,6.507043,4.167734
276 ,6646.320554,-307.754367,474.168319,0.001966,6.507461,4.167098
277 ,6646.317605,-301.238723,478.346371,-0.006975,6.507871,4.166456
278 ,6646.305701,-294.722673,482.523776,-0.015916,6.508273,4.165809
279 ,6646.284841,-288.206224,486.70053,-0.024857,6.508665,4.165157
280 ,6646.255025,-281.689386,490.876627,-0.033798,6.509049,4.164499
281 ,6646.216253,-275.172168,495.052061,-0.042739,6.509424,4.163835
282 ,6646.168525,-268.654578,499.226827,-0.05168,6.50979,4.163165
283 ,6646.111842,-262.136624,503.400918,-0.060621,6.510148,4.16249
284 ,6646.046202,-255.618317,507.57433,-0.069562,6.510497,4.161809
285 ,6645.971608,-249.099665,511.747056,-0.078503,6.510836,4.161123
286 ,6645.888057,-242.580676,515.919091,-0.087444,6.511168,4.160431
287 ,6645.795551,-236.061359,520.090429,-0.096385,6.51149,4.159733
288 ,6645.69409,-229.541723,524.261066,-0.105325,6.511804,4.15903
289 ,6645.583674,-223.021776,528.430994,-0.114265,6.512109,4.158321
290 ,6645.464303,-216.501529,532.600208,-0.123206,6.512405,4.157607
291 ,6645.335977,-209.980988,536.768704,-0.132146,6.512692,4.156887
292 ,6645.198696,-203.460164,540.936474,-0.141086,6.512971,4.156161
293 ,6645.052461,-196.939064,545.103514,-0.150025,6.513241,4.15543
294 ,6644.897271,-190.417698,549.269818,-0.158965,6.513502,4.154693
295 ,6644.733128,-183.896075,553.435381,-0.167904,6.513754,4.15395
296 ,6644.56003,-177.374202,557.600196,-0.176843,6.513997,4.153202
297 ,6644.377979,-170.85209,561.764258,-0.185782,6.514232,4.152448
298 ,6644.186974,-164.329747,565.927561,-0.194721,6.514458,4.151689
299 ,6643.987016,-157.80718,570.0901,-0.203659,6.514675,4.150924
300 ,6643.778105,-151.284401,574.25187,-0.212597,6.514884,4.150154
301 ,6643.560241,-144.761416,578.412863,-0.221535,6.515083,4.149377
302 ,6643.333425,-138.238235,582.573076,-0.230472,6.515274,4.148596
303 ,6643.097657,-131.714867,586.732502,-0.23941,6.515456,4.147808
304 ,6642.852937,-125.191321,590.891136,-0.248347,6.51563,4.147015
305 ,6642.599266,-118.667604,595.048972,-0.257283,6.515794,4.146217
306 ,6642.336644,-112.143727,599.206004,-0.266219,6.51595,4.145413
307 ,6642.065071,-105.619697,603.362227,-0.275155,6.516097,4.144603
308 ,6641.784547,-99.095524,607.517636,-0.284091,6.516235,4.143787
309 ,6641.495073,-92.571217,611.672224,-0.293026,6.516365,4.142966
310 ,6641.19665,-86.046783,615.825986,-0.301961,6.516486,4.14214
311 ,6640.889277,-79.522233,619.978916,-0.310895,6.516597,4.141308
312 ,6640.572956,-72.997574,624.131009,-0.319829,6.516701,4.14047
313 ,6640.247686,-66.472815,628.28226,-0.328762,6.516795,4.139627
314 ,6639.913468,-59.947966,632.432661,-0.337696,6.516881,4.138778
315 ,6639.570303,-53.423035,636.582209,-0.346628,6.516957,4.137923
316 ,6639.21819,-46.898031,640.730897,-0.35556,6.517026,4.137063
317 ,6638.857131,-40.372963,644.87872,-0.364492,6.517085,4.136197
318 ,6638.487125,-33.847839,649.025673,-0.373423,6.517135,4.135326
319 ,6638.108174,-27.322668,653.171748,-0.382354,6.517177,4.134449
320 ,6637.720278,-20.797459,657.316942,-0.391284,6.51721,4.133567
321 ,6637.323437,-14.272221,661.461248,-0.400214,6.517234,4.132679
322 ,6636.917652,-7.746963,665.604661,-0.409143,6.51725,4.131785
323 ,6636.502923,-1.221693,669.747174,-0.418072,6.517256,4.130886
324 ,6636.079252,5.30358,673.888784,-0.427,6.517254,4.129981
325 ,6635.646638,11.828847,678.029483,-0.435927,6.517243,4.129071
326 ,6635.205081,18.3541,682.169267,-0.444854,6.517223,4.128155
327 ,6634.754584,24.879329,686.30813,-0.453781,6.517195,4.127233
328 ,6634.295146,31.404525,690.446065,-0.462706,6.517158,4.126306
329 ,6633.826768,37.929681,694.583069,-0.471632,6.517112,4.125373
330 ,6633.34945,44.454786,698.719134,-0.480556,6.517057,4.124435
331 ,6632.863193,50.979833,702.854256,-0.48948,6.516993,4.123491
332 ,6632.367998,57.504813,706.988429,-0.498403,6.516921,4.122542
333 ,6631.863866,64.029716,711.121647,-0.507326,6.51684,4.121587
334 ,6631.350797,70.554534,715.253904,-0.516248,6.51675,4.120627
335 ,6630.828791,77.079259,719.385196,-0.525169,6.516651,4.119661
336 ,6630.29785,83.603881,723.515516,-0.534089,6.516544,4.118689
337 ,6629.757974,90.128391,727.644859,-0.543009,6.516428,4.117712
338 ,6629.209165,96.652782,731.77322,-0.551928,6.516303,4.116729
339 ,6628.651421,103.177043,735.900592,-0.560846,6.516169,4.115741
340 ,6628.084745,109.701167,740.026971,-0.569764,6.516026,4.114747
341 ,6627.509138,116.225144,744.15235,-0.578681,6.515875,4.113747
342 ,6626.924599,122.748966,748.276724,-0.587597,6.515715,4.112742
343 ,6626.33113,129.272624,752.400088,-0.596512,6.515546,4.111732
344 ,6625.728731,135.796109,756.522436,-0.605427,6.515369,4.110716
345 ,6625.117404,142.319413,760.643762,-0.61434,6.515182,4.109694
346 ,6624.497149,148.842526,764.764061,-0.623253,6.514987,4.108667
347 ,6623.867967,155.36544,768.883327,-0.632165,6.514783,4.107634
348 ,6623.229858,161.888145,773.001554,-0.641076,6.51457,4.106596
349 ,6622.582824,168.410635,777.118738,-0.649986,6.514349,4.105552
350 ,6621.926866,174.932898,781.234873,-0.658896,6.514119,4.104502
351 ,6621.261984,181.454927,785.349952,-0.667804,6.51388,4.103447
352 ,6620.588179,187.976713,789.463971,-0.676712,6.513632,4.102387
353 ,6619.905453,194.498248,793.576923,-0.685619,6.513375,4.101321
354 ,6619.213805,201.019521,797.688804,-0.694525,6.51311,4.100249
355 ,6618.513237,207.540525,801.799608,-0.70343,6.512836,4.099172
356 ,6617.803751,214.061251,805.909329,-0.712334,6.512553,4.09809
357 ,6617.085346,220.58169,810.017961,-0.721237,6.512261,4.097001
358 ,6616.358024,227.101833,814.1255,-0.730139,6.511961,4.095908
359 ,6615.621786,233.621671,818.231939,-0.73904,6.511652,4.094808
360 ,6614.876632,240.141196,822.337273,-0.74794,6.511334,4.093704
361 ,6614.122565,246.660399,826.441497,-0.756839,6.511007,4.092593
362 ,6613.359584,253.179271,830.544604,-0.765737,6.510671,4.091478
363 ,6612.587691,259.697803,834.64659,-0.774634,6.510327,4.090356
364 ,6611.806886,266.215987,838.747449,-0.78353,6.509974,4.089229
365 ,6611.017172,272.733814,842.847175,-0.792425,6.509612,4.088097
366 ,6610.218548,279.251274,846.945763,-0.801319,6.509242,4.086959
367 ,6609.411017,285.76836,851.043207,-0.810212,6.508862,4.085816
368 ,6608.594578,292.285062,855.139502,-0.819104,6.508474,4.084667
369 ,6607.769234,298.801372,859.234641,-0.827995,6.508077,4.083512
370 ,6606.934985,305.317281,863.328621,-0.836884,6.507672,4.082352
371 ,6606.091832,311.83278,867.421434,-0.845773,6.507257,4.081187
372 ,6605.239777,318.34786,871.513077,-0.85466,6.506834,4.080015
373 ,6604.378821,324.862512,875.603542,-0.863546,6.506402,4.078839
374 ,6603.508964,331.376729,879.692824,-0.872431,6.505962,4.077657
375 ,6602.630208,337.8905,883.780919,-0.881315,6.505512,4.076469
376 ,6601.742555,344.403818,887.86782,-0.890198,6.505054,4.075276
