,episode,a3c_reward
341,341.0,170.8942578515294
342,342.0,174.3253152730141
343,343.0,174.85206212028396
344,344.0,174.43354149908114
345,345.0,174.23920608409034
346,346.0,172.62681402324944
347,347.0,172.47054588301694
348,348.0,172.41584042418677
349,349.0,171.23168201994488
350,350.0,171.01936519974544
351,351.0,169.36917154774798
352,352.0,167.8954798322705
353,353.0,167.69652503394778
354,354.0,166.21955978360828
355,355.0,164.8373641857722
356,356.0,164.63899054391447
357,357.0,163.35260063847534
358,358.0,162.09907463209058
359,359.0,161.39808388576967
360,360.0,160.804103046912
361,361.0,160.69606201644288
362,362.0,160.31910139627843
363,363.0,160.41591038231562
364,364.0,160.63175127849246
365,365.0,160.81543376570752
366,366.0,161.26727942805044
367,367.0,162.31460663376993
368,368.0,162.8914605674322
369,369.0,163.65254596175788
370,370.0,163.55602050214029
371,371.0,164.7704602971189
372,372.0,164.72275569414768
373,373.0,167.1755281372062
374,374.0,169.2637728558341
375,375.0,169.55113512727576
376,376.0,169.795623776003
377,377.0,170.76766753824296
378,378.0,172.74999086286053
379,379.0,172.33249095423193
380,380.0,172.0191660446896
381,381.0,171.41897438424272
382,382.0,170.93478464040027
383,383.0,170.45543679399626
384,384.0,168.9308824260563
385,385.0,167.60157360179574
386,386.0,166.37555786577778
387,387.0,166.51180228712002
388,388.0,166.4166842642488
389,389.0,166.4725174216063
390,390.0,164.92779224739024
391,391.0,164.66851432491632
392,392.0,164.60182918166717
393,393.0,164.5258108898505
394,394.0,164.320552780952
395,395.0,164.22734725314248
396,396.0,164.74507378061105
397,397.0,165.11762304280495
398,398.0,163.6864468123769
399,399.0,163.94958234425312
400,400.0,163.85008652081058
401,401.0,163.80158565560248
402,402.0,162.60356979904645
403,403.0,161.977534101056
404,404.0,162.05775876004543
405,405.0,163.50718117244497
406,406.0,165.6621093607205
407,407.0,166.2454882671133
408,408.0,166.81303338444215
409,409.0,165.26490305059772
410,410.0,167.17225402009174
411,411.0,166.7605314798908
412,412.0,165.72292616509188
413,413.0,168.92569690344098
414,414.0,168.39643993440657
415,415.0,168.42247553506252
416,416.0,170.75825077971191
417,417.0,170.43066827191478
418,418.0,170.14636158919564
419,419.0,169.8448979733037
420,420.0,168.21644899357065
421,421.0,168.42428450363494
422,422.0,168.84004165859858
423,423.0,168.7816412420126
424,424.0,168.98382482959246
425,425.0,168.74398658129653
426,426.0,168.76654671548357
427,427.0,168.51888124832874
428,428.0,168.86369243584545
429,429.0,169.035055511487
430,430.0,168.30470495637215
431,431.0,169.0116579068084
432,432.0,169.50154132774034
433,433.0,171.0065259144629
434,434.0,170.60646065531827
435,435.0,172.10039604876508
436,436.0,170.59939208827743
437,437.0,169.09339816739464
438,438.0,169.8624641857207
439,439.0,168.9438395438635
440,440.0,167.89440114842486
441,441.0,166.8854571369406
442,442.0,165.82660256557122
443,443.0,165.52833653991553
444,444.0,165.68305317451637
445,445.0,167.14622264277122
446,446.0,166.02476041634353
447,447.0,166.5845128121801
448,448.0,166.30866768405826
449,449.0,166.2055810072177
450,450.0,165.9035251971455
451,451.0,166.34448994517405
452,452.0,167.5910450457223
453,453.0,167.42513459526506
454,454.0,168.8408832493124
455,455.0,169.27247441681928
456,456.0,169.36974967265107
457,457.0,170.64605217592455
458,458.0,170.7695916541653
459,459.0,171.88189573762364
460,460.0,172.7430767802474
461,461.0,173.36564601244493
462,462.0,175.29198955232047
463,463.0,175.86906965679728
464,464.0,177.7703789602293
465,465.0,177.122675170627
466,466.0,177.50144841892072
467,467.0,178.7364339347315
468,468.0,180.6790695953842
469,469.0,180.28227889943034
470,470.0,180.01945611043604
471,471.0,180.8392615493317
472,472.0,181.23086893383837
473,473.0,181.6585602445
474,474.0,180.54197464205498
475,475.0,181.11655489563444
476,476.0,180.1353893466781
477,477.0,180.3040354532113
478,478.0,181.4009950986792
479,479.0,180.55698514769242
480,480.0,178.8414152962155
481,481.0,177.53300114325333
482,482.0,176.9376711318208
483,483.0,176.63829442050258
484,484.0,178.99191147629756
485,485.0,178.40199236153458
486,486.0,177.95797243791924
487,487.0,177.76839271354004
488,488.0,177.28070878640463
489,489.0,176.2779016985406
490,490.0,175.3551226815552
491,491.0,174.31157145473966
492,492.0,172.89845574019228
493,493.0,172.85947118279034
494,494.0,171.33087647096244
495,495.0,170.1675677062528
496,496.0,169.0858920291903
497,497.0,168.27503310889838
498,498.0,167.4622827778094
499,499.0,167.4876599500313
500,500.0,167.23278335053095
501,501.0,166.76045551702563
502,502.0,166.82285096185535
503,503.0,166.82462245223678
504,504.0,167.14637622771443
505,505.0,167.9649124654373
506,506.0,168.82526334078293
